Name,Age,Gender,Test 1,Test 2,Test 3,Height,Weight,Average
Name2653,38,Male,89.0,69.0,99.0,199.0,74.25822222222222,85.66666666666667
Name2654,59,Female,96.0,79.54311111111112,71.0,153.0,81.0,83.5
Name2655,43,Male,87.0,83.0,91.0,190.0,94.0,87.0
Name2656,31,Male,79.33,97.0,92.0,198.0,53.0,94.5
Name2657,54,Male,70.0,87.0,69.0,166.0,79.0,75.33333333333333
Name2658,38,Male,82.0,87.0,63.0,198.0,91.0,77.33333333333333
Name2659,35,Male,61.0,98.0,74.0,197.0,88.0,77.66666666666667
Name2660,22,Female,99.0,61.0,65.0,169.0,54.0,75.0
Name2661,20,Female,86.0,79.54311111111112,86.0,174.0,52.0,86.0
Name2662,40,Female,94.0,70.0,64.0,189.0,71.0,76.0
Name2663,43,Male,61.0,69.0,64.0,172.0,74.25822222222222,64.66666666666667
Name2664,54,Female,98.0,61.0,79.10422222222222,174.8368888888889,71.0,79.5
Name2665,41,Female,96.0,74.0,87.0,182.0,71.0,85.66666666666667
Name2666,36,Female,80.0,98.0,79.10422222222222,168.0,83.0,89.0
Name2667,42,Male,64.0,96.0,81.0,174.8368888888889,78.0,80.33333333333333
Name2668,38,Male,79.33,79.54311111111112,93.0,190.0,92.0,93.0
Name2669,29,Male,88.0,79.0,63.0,154.0,91.0,76.66666666666667
Name2670,58,Female,79.0,93.0,77.0,165.0,74.25822222222222,83.0
Name2671,50,Male,97.0,94.0,85.0,194.0,56.0,92.0
Name2672,21,Male,79.0,93.0,81.0,197.0,59.0,84.33333333333333
Name2673,59,Male,79.33,81.0,92.0,181.0,77.0,86.5
Name2674,24,Female,61.0,79.54311111111112,73.0,171.0,53.0,67.0
Name2675,39,Female,91.0,82.0,90.0,192.0,81.0,87.66666666666667
Name2676,50,Female,85.0,78.0,69.0,181.0,71.0,77.33333333333333
Name2677,34,Female,79.33,63.0,83.0,162.0,69.0,73.0
Name2678,41,Male,62.0,79.54311111111112,80.0,187.0,97.0,71.0
Name2679,51,Male,92.0,79.54311111111112,67.0,175.0,69.0,79.5
Name2680,45,Male,60.0,98.0,91.0,166.0,55.0,83.0
Name2681,58,Male,64.0,87.0,90.0,154.0,58.0,80.33333333333333
Name2682,56,Male,72.0,79.54311111111112,93.0,198.0,77.0,82.5
Name2683,39,Male,78.0,76.0,82.0,174.8368888888889,62.0,78.66666666666667
Name2684,34,Female,79.33,78.0,84.0,176.0,80.0,81.0
Name2685,51,Male,84.0,94.0,66.0,154.0,88.0,81.33333333333333
Name2686,23,Male,94.0,91.0,78.0,186.0,99.0,87.66666666666667
Name2687,23,Male,79.33,98.0,66.0,174.8368888888889,63.0,82.0
Name2688,51,Male,89.0,94.0,67.0,197.0,71.0,83.33333333333333
Name2689,18,Male,64.0,89.0,79.10422222222222,167.0,86.0,76.5
Name2690,27,Female,79.33,76.0,60.0,180.0,94.0,68.0
Name2691,38,Male,81.0,88.0,72.0,155.0,73.0,80.33333333333333
Name2692,22,Female,98.0,79.54311111111112,62.0,151.0,57.0,80.0
Name2693,19,Male,72.0,76.0,87.0,162.0,64.0,78.33333333333333
Name2694,39,Female,62.0,76.0,97.0,191.0,90.0,78.33333333333333
Name2695,19,Female,79.0,73.0,74.0,160.0,55.0,75.33333333333333
Name2696,27,Female,90.0,83.0,95.0,175.0,72.0,89.33333333333333
Name2697,51,Female,64.0,96.0,62.0,170.0,74.0,74.0
Name2698,33,Male,83.0,99.0,63.0,151.0,80.0,81.66666666666667
Name2699,56,Male,99.0,98.0,64.0,189.0,95.0,87.0
Name2700,39,Male,92.0,91.0,85.0,169.0,78.0,89.33333333333333
Name2701,29,Male,67.0,95.0,79.10422222222222,166.0,72.0,81.0
Name2702,41,Female,83.0,96.0,69.0,165.0,59.0,82.66666666666667
Name2703,57,Female,79.0,73.0,67.0,191.0,58.0,73.0
Name2704,55,Female,75.0,86.0,71.0,154.0,74.25822222222222,77.33333333333333
Name2705,27,Male,71.0,78.0,62.0,163.0,62.0,70.33333333333333
Name2706,52,Female,72.0,79.54311111111112,86.0,173.0,81.0,79.0
Name2707,49,Male,79.33,68.0,79.10422222222222,153.0,98.0,68.0
Name2708,24,Female,84.0,97.0,99.0,197.0,94.0,93.33333333333333
Name2709,38,Female,91.0,76.0,92.0,173.0,90.0,86.33333333333333
Name2710,37,Female,83.0,78.0,73.0,196.0,50.0,78.0
Name2711,43,Female,68.0,63.0,82.0,158.0,74.25822222222222,71.0
Name2712,21,Male,99.0,70.0,90.0,174.8368888888889,86.0,86.33333333333333
Name2713,39,Male,82.0,79.54311111111112,72.0,158.0,89.0,77.0
Name2714,32,Female,72.0,63.0,71.0,167.0,67.0,68.66666666666667
Name2715,57,Female,91.0,76.0,94.0,185.0,85.0,87.0
Name2716,38,Female,79.33,79.54311111111112,77.0,168.0,80.0,77.0
Name2717,32,Female,95.0,93.0,80.0,173.0,50.0,89.33333333333333
Name2718,39,Male,64.0,79.54311111111112,60.0,153.0,96.0,62.0
Name2719,45,Female,81.0,90.0,97.0,158.0,85.0,89.33333333333333
Name2720,31,Female,75.0,79.54311111111112,68.0,182.0,58.0,71.5
Name2721,44,Male,69.0,97.0,82.0,150.0,71.0,82.66666666666667
Name2722,58,Male,83.0,79.54311111111112,73.0,184.0,77.0,78.0
Name2723,57,Male,77.0,89.0,70.0,159.0,75.0,78.66666666666667
Name2724,45,Female,77.0,69.0,66.0,161.0,59.0,70.66666666666667
Name2725,43,Male,66.0,85.0,90.0,167.0,96.0,80.33333333333333
Name2726,19,Male,63.0,86.0,83.0,163.0,52.0,77.33333333333333
Name2727,42,Female,85.0,67.0,85.0,159.0,51.0,79.0
Name2728,20,Female,64.0,98.0,89.0,174.8368888888889,86.0,83.66666666666667
Name2729,25,Female,75.0,67.0,93.0,167.0,80.0,78.33333333333333
Name2730,50,Male,94.0,67.0,97.0,173.0,82.0,86.0
Name2731,59,Male,85.0,93.0,64.0,150.0,81.0,80.66666666666667
Name2732,52,Female,79.33,75.0,64.0,179.0,92.0,69.5
Name2733,23,Female,88.0,72.0,78.0,164.0,61.0,79.33333333333333
Name2734,56,Female,82.0,82.0,97.0,157.0,52.0,87.0
Name2735,40,Female,73.0,71.0,87.0,184.0,97.0,77.0
Name2736,42,Male,74.0,86.0,85.0,167.0,75.0,81.66666666666667
Name2737,36,Female,92.0,81.0,82.0,190.0,63.0,85.0
Name2738,22,Female,84.0,91.0,89.0,165.0,61.0,88.0
Name2739,28,Female,80.0,79.54311111111112,62.0,170.0,75.0,71.0
Name2740,29,Male,76.0,79.54311111111112,87.0,164.0,65.0,81.5
Name2741,27,Male,82.0,92.0,92.0,154.0,57.0,88.66666666666667
Name2742,25,Female,79.33,85.0,62.0,174.8368888888889,98.0,73.5
Name2743,41,Female,73.0,87.0,79.10422222222222,156.0,98.0,80.0
Name2744,45,Female,88.0,79.54311111111112,78.0,197.0,77.0,83.0
Name2745,58,Female,79.33,79.54311111111112,60.0,156.0,56.0,60.0
Name2746,53,Male,89.0,92.0,97.0,176.0,64.0,92.66666666666667
Name2747,54,Female,78.0,79.54311111111112,79.10422222222222,174.0,90.0,78.0
Name2748,38,Female,98.0,89.0,64.0,171.0,85.0,83.66666666666667
Name2749,25,Female,72.0,67.0,93.0,197.0,74.25822222222222,77.33333333333333
Name2750,26,Female,77.0,97.0,96.0,162.0,59.0,90.0
Name2751,32,Female,82.0,79.54311111111112,92.0,174.8368888888889,64.0,87.0
Name2752,57,Female,92.0,60.0,84.0,174.8368888888889,67.0,78.66666666666667
Name2753,35,Male,98.0,62.0,88.0,193.0,95.0,82.66666666666667
Name2754,59,Male,99.0,85.0,84.0,174.8368888888889,86.0,89.33333333333333
Name2755,37,Female,77.0,90.0,68.0,175.0,90.0,78.33333333333333
Name2756,23,Female,68.0,67.0,62.0,158.0,94.0,65.66666666666667
Name2757,29,Male,92.0,67.0,74.0,154.0,92.0,77.66666666666667
Name2758,19,Female,91.0,94.0,63.0,188.0,93.0,82.66666666666667
Name2759,24,Male,76.0,98.0,97.0,182.0,84.0,90.33333333333333
Name2760,33,Female,78.0,87.0,79.0,153.0,51.0,81.33333333333333
Name2761,20,Male,86.0,63.0,82.0,177.0,71.0,77.0
Name2762,20,Male,65.0,75.0,96.0,174.8368888888889,74.25822222222222,78.66666666666667
Name2763,44,Female,94.0,72.0,67.0,174.8368888888889,86.0,77.66666666666667
Name2764,57,Female,96.0,79.54311111111112,96.0,165.0,88.0,96.0
Name2765,55,Female,93.0,79.54311111111112,92.0,186.0,85.0,92.5
Name2766,50,Male,79.0,96.0,92.0,171.0,54.0,89.0
Name2767,45,Female,84.0,79.0,66.0,174.8368888888889,97.0,76.33333333333333
Name2768,18,Female,63.0,83.0,81.0,187.0,64.0,75.66666666666667
Name2769,25,Female,69.0,95.0,79.10422222222222,184.0,76.0,82.0
Name2770,54,Male,69.0,93.0,74.0,174.0,65.0,78.66666666666667
Name2771,49,Male,83.0,79.54311111111112,80.0,157.0,85.0,81.5
Name2772,54,Female,80.0,78.0,84.0,166.0,87.0,80.66666666666667
Name2773,21,Female,79.33,76.0,76.0,167.0,67.0,76.0
Name2774,47,Female,79.33,64.0,66.0,199.0,84.0,65.0
Name2775,23,Male,75.0,84.0,78.0,161.0,74.25822222222222,79.0
Name2776,36,Male,85.0,77.0,66.0,182.0,71.0,76.0
Name2777,49,Male,89.0,67.0,99.0,172.0,80.0,85.0
Name2778,26,Female,75.0,86.0,83.0,161.0,86.0,81.33333333333333
Name2779,29,Male,66.0,74.0,70.0,160.0,83.0,70.0
Name2780,28,Male,75.0,72.0,79.10422222222222,162.0,72.0,73.5
Name2781,33,Female,94.0,75.0,91.0,184.0,65.0,86.66666666666667
Name2782,18,Female,75.0,81.0,99.0,176.0,55.0,85.0
Name2783,38,Female,99.0,79.0,61.0,174.8368888888889,64.0,79.66666666666667
Name2784,47,Female,71.0,72.0,79.10422222222222,189.0,67.0,71.5
Name2785,30,Male,94.0,79.0,80.0,152.0,87.0,84.33333333333333
Name2786,51,Male,80.0,61.0,83.0,198.0,62.0,74.66666666666667
Name2787,21,Male,79.33,94.0,76.0,174.0,73.0,85.0
Name2788,45,Female,76.0,78.0,68.0,194.0,62.0,74.0
Name2789,55,Male,91.0,96.0,94.0,159.0,50.0,93.66666666666667
Name2790,48,Male,79.33,65.0,79.0,166.0,97.0,72.0
Name2791,44,Male,83.0,79.54311111111112,78.0,152.0,85.0,80.5
Name2792,22,Female,86.0,63.0,79.10422222222222,194.0,98.0,74.5
Name2793,42,Female,79.0,81.0,79.10422222222222,171.0,67.0,80.0
Name2794,20,Male,84.0,79.54311111111112,89.0,187.0,97.0,86.5
Name2795,50,Female,61.0,95.0,99.0,163.0,82.0,85.0
Name2796,21,Male,68.0,93.0,60.0,176.0,87.0,73.66666666666667
Name2797,42,Female,87.0,86.0,83.0,191.0,92.0,85.33333333333333
Name2798,37,Female,97.0,66.0,83.0,169.0,55.0,82.0
Name2799,51,Female,62.0,62.0,78.0,197.0,66.0,67.33333333333333
Name2800,43,Female,79.0,92.0,89.0,167.0,53.0,86.66666666666667
Name2801,22,Female,65.0,61.0,85.0,162.0,63.0,70.33333333333333
Name2802,52,Male,98.0,75.0,79.10422222222222,191.0,79.0,86.5
Name2803,45,Female,92.0,84.0,88.0,155.0,95.0,88.0
Name2804,46,Male,60.0,74.0,72.0,159.0,69.0,68.66666666666667
Name2805,26,Male,96.0,83.0,79.10422222222222,186.0,57.0,89.5
Name2806,55,Female,65.0,74.0,76.0,178.0,51.0,71.66666666666667
Name2807,23,Female,93.0,90.0,92.0,155.0,86.0,91.66666666666667
Name2808,36,Male,74.0,73.0,64.0,188.0,53.0,70.33333333333333
Name2809,28,Female,85.0,73.0,87.0,160.0,59.0,81.66666666666667
Name2810,19,Female,73.0,65.0,79.10422222222222,197.0,69.0,69.0
Name2811,26,Male,79.33,73.0,76.0,174.0,84.0,74.5
Name2812,38,Female,90.0,76.0,98.0,174.8368888888889,97.0,88.0
Name2813,41,Female,83.0,77.0,99.0,193.0,59.0,86.33333333333333
Name2814,51,Male,90.0,79.0,70.0,179.0,77.0,79.66666666666667
Name2815,39,Male,88.0,76.0,71.0,169.0,64.0,78.33333333333333
Name2816,20,Male,91.0,75.0,72.0,186.0,74.25822222222222,79.33333333333333
Name2817,29,Female,76.0,99.0,67.0,165.0,50.0,80.66666666666667
Name2818,45,Male,73.0,98.0,60.0,180.0,71.0,77.0
Name2819,47,Female,99.0,91.0,68.0,178.0,76.0,86.0
Name2820,43,Female,95.0,68.0,79.10422222222222,155.0,78.0,81.5
Name2821,38,Male,83.0,86.0,61.0,178.0,64.0,76.66666666666667
Name2822,45,Male,86.0,92.0,73.0,181.0,59.0,83.66666666666667
Name2823,43,Female,84.0,69.0,72.0,158.0,69.0,75.0
Name2824,50,Female,91.0,76.0,61.0,186.0,71.0,76.0
Name2825,38,Male,77.0,95.0,63.0,172.0,99.0,78.33333333333333
Name2826,52,Male,77.0,76.0,71.0,165.0,97.0,74.66666666666667
Name2827,51,Male,79.33,77.0,69.0,167.0,58.0,73.0
Name2828,58,Male,85.0,79.54311111111112,62.0,168.0,81.0,73.5
Name2829,35,Female,68.0,93.0,79.10422222222222,193.0,66.0,80.5
Name2830,28,Female,79.33,67.0,65.0,151.0,91.0,66.0
Name2831,40,Male,67.0,72.0,82.0,159.0,68.0,73.66666666666667
Name2832,39,Male,79.33,82.0,64.0,161.0,89.0,73.0
Name2833,34,Female,81.0,79.0,62.0,174.8368888888889,76.0,74.0
Name2834,22,Male,78.0,81.0,69.0,167.0,86.0,76.0
Name2835,28,Female,89.0,79.54311111111112,79.10422222222222,168.0,74.25822222222222,89.0
Name2836,47,Male,87.0,94.0,73.0,187.0,96.0,84.66666666666667
Name2837,32,Female,94.0,62.0,80.0,186.0,74.25822222222222,78.66666666666667
Name2838,44,Male,70.0,93.0,87.0,176.0,59.0,83.33333333333333
Name2839,52,Female,90.0,92.0,80.0,197.0,79.0,87.33333333333333
Name2840,50,Female,98.0,76.0,95.0,163.0,70.0,89.66666666666667
Name2841,37,Female,79.33,78.0,79.10422222222222,194.0,70.0,78.0
Name2842,33,Female,89.0,79.54311111111112,97.0,183.0,83.0,93.0
Name2843,51,Female,79.33,82.0,76.0,151.0,58.0,79.0
Name2844,19,Male,78.0,79.54311111111112,81.0,193.0,83.0,79.5
Name2845,52,Female,71.0,73.0,78.0,182.0,99.0,74.0
Name2846,57,Male,74.0,61.0,79.10422222222222,168.0,61.0,67.5
Name2847,45,Male,79.33,98.0,70.0,176.0,96.0,84.0
Name2848,56,Female,96.0,77.0,97.0,197.0,70.0,90.0
Name2849,23,Male,96.0,65.0,61.0,179.0,69.0,74.0
Name2850,26,Female,79.33,91.0,92.0,156.0,55.0,91.5
Name2851,37,Male,88.0,80.0,90.0,176.0,99.0,86.0
Name2852,18,Male,85.0,99.0,94.0,170.0,94.0,92.66666666666667
Name2853,25,Male,61.0,87.0,96.0,156.0,85.0,81.33333333333333
Name2854,40,Female,79.0,86.0,79.10422222222222,174.8368888888889,61.0,82.5
Name2855,20,Female,79.33,61.0,79.10422222222222,174.0,90.0,61.0
Name2856,21,Female,63.0,92.0,95.0,187.0,80.0,83.33333333333333
Name2857,42,Female,81.0,75.0,99.0,167.0,51.0,85.0
Name2858,55,Female,97.0,98.0,79.10422222222222,182.0,65.0,97.5
Name2859,32,Female,82.0,81.0,85.0,182.0,50.0,82.66666666666667
Name2860,38,Male,85.0,72.0,84.0,181.0,53.0,80.33333333333333
Name2861,52,Male,70.0,61.0,76.0,174.0,96.0,69.0
Name2862,31,Male,87.0,73.0,74.0,163.0,50.0,78.0
Name2863,53,Female,61.0,97.0,96.0,187.0,96.0,84.66666666666667
Name2864,29,Female,67.0,87.0,63.0,187.0,84.0,72.33333333333333
Name2865,34,Male,88.0,66.0,81.0,153.0,62.0,78.33333333333333
Name2866,56,Male,70.0,77.0,76.0,193.0,99.0,74.33333333333333
Name2867,26,Male,96.0,95.0,81.0,167.0,94.0,90.66666666666667
Name2868,52,Female,77.0,95.0,76.0,159.0,91.0,82.66666666666667
Name2869,30,Female,73.0,63.0,73.0,184.0,74.25822222222222,69.66666666666667
Name2870,32,Male,69.0,89.0,73.0,184.0,69.0,77.0
Name2871,35,Female,94.0,83.0,76.0,189.0,56.0,84.33333333333333
Name2872,50,Male,68.0,79.0,67.0,172.0,89.0,71.33333333333333
Name2873,23,Female,94.0,90.0,93.0,174.8368888888889,82.0,92.33333333333333
Name2874,44,Female,70.0,83.0,85.0,150.0,77.0,79.33333333333333
Name2875,40,Male,71.0,66.0,89.0,167.0,99.0,75.33333333333333
Name2876,44,Male,62.0,85.0,81.0,164.0,74.25822222222222,76.0
Name2877,51,Male,98.0,72.0,75.0,174.0,99.0,81.66666666666667
Name2878,55,Male,73.0,67.0,89.0,181.0,93.0,76.33333333333333
Name2879,31,Male,87.0,64.0,75.0,169.0,69.0,75.33333333333333
Name2880,53,Female,70.0,72.0,97.0,166.0,74.25822222222222,79.66666666666667
Name2881,25,Female,98.0,88.0,83.0,160.0,74.25822222222222,89.66666666666667
Name2882,52,Female,79.33,79.0,95.0,162.0,83.0,87.0
Name2883,36,Male,80.0,73.0,79.10422222222222,174.0,63.0,76.5
Name2884,47,Male,69.0,91.0,65.0,169.0,53.0,75.0
Name2885,31,Male,74.0,86.0,63.0,174.0,78.0,74.33333333333333
Name2886,37,Male,79.33,84.0,79.10422222222222,191.0,64.0,84.0
Name2887,42,Male,81.0,79.54311111111112,65.0,194.0,66.0,73.0
Name2888,57,Female,80.0,80.0,85.0,174.8368888888889,68.0,81.66666666666667
Name2889,41,Female,91.0,77.0,79.10422222222222,180.0,74.25822222222222,84.0
Name2890,31,Female,82.0,98.0,86.0,150.0,58.0,88.66666666666667
Name2891,43,Male,72.0,74.0,70.0,165.0,76.0,72.0
Name2892,55,Female,79.33,97.0,97.0,197.0,98.0,97.0
Name2893,40,Female,63.0,83.0,75.0,177.0,64.0,73.66666666666667
Name2894,39,Male,79.33,67.0,78.0,170.0,86.0,72.5
Name2895,36,Male,73.0,87.0,74.0,179.0,77.0,78.0
Name2896,20,Male,67.0,80.0,85.0,152.0,99.0,77.33333333333333
Name2897,59,Male,68.0,75.0,90.0,183.0,53.0,77.66666666666667
Name2898,36,Male,94.0,75.0,78.0,155.0,70.0,82.33333333333333
Name2899,26,Female,96.0,94.0,83.0,192.0,83.0,91.0
Name2900,45,Female,80.0,76.0,68.0,178.0,68.0,74.66666666666667
Name2901,37,Female,79.33,68.0,82.0,152.0,86.0,75.0
Name2902,24,Male,79.33,94.0,63.0,182.0,53.0,78.5
Name2903,31,Female,67.0,88.0,69.0,160.0,86.0,74.66666666666667
Name2904,26,Female,76.0,98.0,68.0,194.0,81.0,80.66666666666667
Name2905,36,Female,79.33,77.0,78.0,154.0,94.0,77.5
Name2906,31,Male,93.0,79.54311111111112,74.0,199.0,97.0,83.5
Name2907,55,Male,65.0,78.0,93.0,181.0,61.0,78.66666666666667
Name2908,53,Male,81.0,81.0,79.10422222222222,196.0,90.0,81.0
Name2909,57,Male,73.0,74.0,80.0,174.8368888888889,65.0,75.66666666666667
Name2910,34,Male,62.0,60.0,93.0,196.0,63.0,71.66666666666667
Name2911,47,Female,71.0,61.0,76.0,169.0,50.0,69.33333333333333
Name2912,26,Male,95.0,67.0,77.0,174.8368888888889,81.0,79.66666666666667
Name2913,50,Male,71.0,81.0,76.0,198.0,70.0,76.0
Name2914,42,Male,79.33,79.54311111111112,61.0,189.0,53.0,61.0
Name2915,31,Female,61.0,79.54311111111112,60.0,177.0,58.0,60.5
Name2916,28,Female,74.0,68.0,69.0,162.0,95.0,70.33333333333333
Name2917,52,Male,82.0,68.0,96.0,175.0,71.0,82.0
Name2918,58,Female,88.0,72.0,64.0,165.0,61.0,74.66666666666667
Name2919,31,Male,76.0,65.0,71.0,174.0,79.0,70.66666666666667
Name2920,47,Male,91.0,89.0,95.0,159.0,79.0,91.66666666666667
Name2921,58,Female,66.0,74.0,90.0,178.0,81.0,76.66666666666667
Name2922,21,Female,89.0,74.0,97.0,195.0,85.0,86.66666666666667
Name2923,21,Female,87.0,66.0,68.0,187.0,56.0,73.66666666666667
Name2924,45,Male,73.0,70.0,79.10422222222222,169.0,66.0,71.5
Name2925,25,Male,89.0,99.0,74.0,175.0,50.0,87.33333333333333
Name2926,19,Female,76.0,97.0,75.0,181.0,63.0,82.66666666666667
Name2927,58,Male,91.0,99.0,72.0,188.0,96.0,87.33333333333333
Name2928,39,Male,65.0,61.0,84.0,187.0,93.0,70.0
Name2929,58,Female,83.0,98.0,89.0,198.0,93.0,90.0
Name2930,33,Female,65.0,69.0,66.0,173.0,87.0,66.66666666666667
Name2931,46,Female,86.0,76.0,63.0,180.0,75.0,75.0
Name2932,47,Female,77.0,66.0,99.0,174.8368888888889,76.0,80.66666666666667
Name2933,29,Male,83.0,99.0,97.0,161.0,94.0,93.0
Name2934,52,Male,96.0,98.0,89.0,185.0,65.0,94.33333333333333
Name2935,28,Male,83.0,63.0,69.0,159.0,95.0,71.66666666666667
Name2936,38,Female,79.33,94.0,89.0,155.0,56.0,91.5
Name2937,38,Female,93.0,95.0,98.0,156.0,81.0,95.33333333333333
Name2938,22,Female,99.0,90.0,66.0,180.0,74.0,85.0
Name2939,37,Male,74.0,84.0,95.0,176.0,80.0,84.33333333333333
Name2940,54,Female,70.0,72.0,94.0,157.0,65.0,78.66666666666667
Name2941,20,Male,81.0,77.0,83.0,174.8368888888889,90.0,80.33333333333333
Name2942,50,Male,83.0,80.0,98.0,189.0,63.0,87.0
Name2943,26,Male,60.0,79.54311111111112,95.0,196.0,74.25822222222222,77.5
Name2944,26,Female,77.0,95.0,79.0,170.0,79.0,83.66666666666667
Name2945,21,Female,71.0,67.0,91.0,150.0,56.0,76.33333333333333
Name2946,52,Female,79.33,79.54311111111112,98.0,194.0,61.0,98.0
Name2947,34,Female,79.33,80.0,85.0,199.0,52.0,82.5
Name2948,51,Male,66.0,86.0,85.0,164.0,76.0,79.0
Name2949,41,Male,82.0,78.0,95.0,156.0,95.0,85.0
Name2950,49,Male,80.0,82.0,94.0,174.8368888888889,68.0,85.33333333333333
Name2951,18,Female,93.0,94.0,94.0,174.0,74.25822222222222,93.66666666666667
Name2952,25,Male,70.0,99.0,71.0,152.0,86.0,80.0
Name2953,40,Female,81.0,64.0,92.0,179.0,94.0,79.0
Name2954,57,Male,79.33,67.0,95.0,163.0,91.0,81.0
Name2955,29,Male,88.0,70.0,73.0,153.0,56.0,77.0
Name2956,29,Female,87.0,75.0,92.0,185.0,98.0,84.66666666666667
Name2957,32,Female,77.0,98.0,83.0,152.0,74.25822222222222,86.0
Name2958,58,Female,73.0,83.0,74.0,154.0,81.0,76.66666666666667
Name2959,36,Female,77.0,79.54311111111112,90.0,174.0,57.0,83.5
Name2960,43,Male,87.0,82.0,76.0,180.0,98.0,81.66666666666667
Name2961,46,Male,79.33,97.0,71.0,160.0,62.0,84.0
Name2962,39,Male,67.0,67.0,81.0,157.0,60.0,71.66666666666667
Name2963,57,Female,67.0,66.0,82.0,175.0,69.0,71.66666666666667
Name2964,38,Male,63.0,61.0,85.0,174.8368888888889,67.0,69.66666666666667
Name2965,55,Female,86.0,79.54311111111112,73.0,177.0,86.0,79.5
Name2966,37,Male,95.0,72.0,71.0,197.0,55.0,79.33333333333333
Name2967,46,Male,64.0,82.0,63.0,159.0,69.0,69.66666666666667
Name2968,21,Female,92.0,88.0,72.0,199.0,81.0,84.0
Name2969,24,Female,93.0,97.0,77.0,188.0,95.0,89.0
Name2970,45,Female,89.0,96.0,79.10422222222222,186.0,93.0,92.5
Name2971,45,Female,67.0,79.0,97.0,188.0,78.0,81.0
Name2972,21,Male,98.0,92.0,78.0,170.0,74.25822222222222,89.33333333333333
Name2973,39,Male,85.0,88.0,97.0,177.0,56.0,90.0
Name2974,29,Male,96.0,74.0,62.0,187.0,92.0,77.33333333333333
Name2975,20,Male,93.0,82.0,78.0,182.0,69.0,84.33333333333333
Name2976,39,Male,66.0,62.0,79.0,160.0,83.0,69.0
Name2977,19,Female,99.0,96.0,84.0,194.0,85.0,93.0
Name2978,41,Male,87.0,88.0,70.0,193.0,56.0,81.66666666666667
Name2979,51,Male,98.0,79.54311111111112,76.0,150.0,74.25822222222222,87.0
Name2980,44,Female,98.0,81.0,94.0,196.0,64.0,91.0
Name2981,58,Male,87.0,88.0,79.10422222222222,182.0,81.0,87.5
Name2982,18,Female,73.0,61.0,98.0,152.0,71.0,77.33333333333333
Name2983,25,Female,97.0,60.0,78.0,175.0,74.25822222222222,78.33333333333333
Name2984,40,Male,63.0,79.0,62.0,164.0,74.25822222222222,68.0
Name2985,55,Male,77.0,80.0,93.0,174.8368888888889,74.0,83.33333333333333
Name2986,23,Female,84.0,96.0,81.0,163.0,54.0,87.0
Name2987,39,Female,66.0,67.0,97.0,174.8368888888889,63.0,76.66666666666667
Name2988,42,Male,97.0,86.0,86.0,157.0,99.0,89.66666666666667
Name2989,35,Male,87.0,94.0,80.0,185.0,84.0,87.0
Name2990,34,Female,64.0,65.0,79.10422222222222,169.0,51.0,64.5
Name2991,29,Female,62.0,78.0,86.0,155.0,74.0,75.33333333333333
Name2992,23,Female,90.0,77.0,96.0,182.0,65.0,87.66666666666667
Name2993,43,Male,79.0,60.0,61.0,174.8368888888889,95.0,66.66666666666667
Name2994,44,Male,78.0,84.0,68.0,199.0,65.0,76.66666666666667
Name2995,25,Female,70.0,86.0,78.0,187.0,60.0,78.0
Name2996,36,Female,99.0,66.0,95.0,179.0,98.0,86.66666666666667
Name2997,59,Female,62.0,88.0,69.0,195.0,84.0,73.0
Name2998,18,Female,82.0,90.0,99.0,192.0,72.0,90.33333333333333
Name2999,46,Female,66.0,95.0,98.0,166.0,54.0,86.33333333333333
Name3000,52,Male,82.0,79.54311111111112,66.0,158.0,84.0,74.0
Name3001,57,Male,66.0,79.54311111111112,63.0,177.0,78.0,64.5
Name3002,31,Female,93.0,79.54311111111112,74.0,174.8368888888889,96.0,83.5
Name3003,52,Male,78.0,90.0,71.0,195.0,54.0,79.66666666666667
Name3004,37,Male,68.0,68.0,65.0,174.8368888888889,52.0,67.0
Name3005,30,Male,77.0,79.0,68.0,174.8368888888889,55.0,74.66666666666667
Name3006,55,Female,84.0,69.0,79.10422222222222,189.0,72.0,76.5
Name3007,25,Male,73.0,79.54311111111112,67.0,197.0,95.0,70.0
Name3008,37,Female,84.0,86.0,66.0,193.0,51.0,78.66666666666667
Name3009,50,Female,78.0,72.0,63.0,193.0,67.0,71.0
Name3010,43,Female,98.0,61.0,72.0,154.0,79.0,77.0
Name3011,56,Female,74.0,80.0,78.0,154.0,87.0,77.33333333333333
Name3012,38,Male,75.0,92.0,66.0,163.0,54.0,77.66666666666667
Name3013,59,Female,86.0,83.0,69.0,155.0,95.0,79.33333333333333
Name3014,58,Male,99.0,93.0,84.0,156.0,98.0,92.0
Name3015,26,Female,69.0,68.0,94.0,166.0,60.0,77.0
Name3016,41,Female,63.0,61.0,84.0,158.0,50.0,69.33333333333333
Name3017,54,Female,78.0,89.0,88.0,180.0,59.0,85.0
Name3018,58,Male,87.0,81.0,71.0,171.0,90.0,79.66666666666667
Name3019,34,Male,80.0,79.54311111111112,99.0,194.0,93.0,89.5
Name3020,41,Male,73.0,76.0,71.0,158.0,75.0,73.33333333333333
Name3021,38,Female,92.0,95.0,65.0,165.0,82.0,84.0
Name3022,56,Male,69.0,72.0,69.0,174.8368888888889,76.0,70.0
Name3023,58,Female,78.0,66.0,61.0,183.0,99.0,68.33333333333333
Name3024,56,Female,89.0,75.0,84.0,194.0,61.0,82.66666666666667
Name3025,30,Male,81.0,92.0,66.0,162.0,51.0,79.66666666666667
